Time(s),A01,A02,A03,A04,A05,A06,A07,A08,A09,A10,A11,A12,B01,B02,B03,B04,B05,B06,B07,B08,B09,B10,B11,B12,C01,C02,C03,C04,C05,C06,C07,C08,C09,C10,C11,C12,D01,D02,D03,D04,D05,D06,D07,D08,D09,D10,D11,D12,E01,E02,E03,E04,E05,E06,E07,E08,E09,E10,E11,E12,F01,F02,F03,F04,F05,F06,F07,F08,F09,F10,F11,F12,G01,G02,G03,G04,G05,G06,G07,G08,G09,G10,G11,G12,H01,H02,H03,H04,H05,H06,H07,H08,H09,H10,H11,H12
4.510,1016.0400,984.2367,1071.8436,1002.8420,1130.6603,1020.5575,986.4754,1058.3423,999.5220,1058.1290,1017.1969,1029.2222,1186.9204,1019.9640,970.0069,1287.1003,963.2989,987.8778,1073.9612,1089.8188,1078.0475,966.6989,972.3658,991.0233,974.2777,1061.1523,1004.4434,965.6277,979.9897,1119.4585,968.6090,1053.7718,1016.5383,981.2432,1102.7917,961.4165,997.5108,1015.8329,1004.8341,969.9587,974.8570,972.7848,948.3937,294.9538,971.7012,965.1390,1083.5036,1044.4360,809.5089,1236.5963,973.6503,1070.2125,1336.2455,940.2743,1101.7200,1109.5762,1116.8565,1161.5521,1071.2219,1213.2154,1160.0000,957.5116,1037.9382,903.1913,975.9829,1280.7867,1041.0671,1068.0587,969.4233,1447.5178,1060.4648,1040.1356,1093.1767,1100.2345,947.9753,1159.8753,1311.0319,734.7687,846.6122,962.0461,962.7641,1037.7602,750.8317,999.0245,1000.0000,1001.0340,1064.4769,948.2406,1074.2690,849.5827,1001.1757,567.9634,911.2739,965.3349,998.4830,643.0427
4.520,1017.8272,982.9496,1065.1185,1000.1372,1122.4318,1017.0519,991.3981,1055.2985,991.1806,1069.1027,1023.0573,1024.9056,1200.7774,1032.0718,978.5444,1277.9784,962.1923,984.9496,1072.0707,1102.6042,1089.8099,973.2684,974.4430,990.5074,970.4782,1096.1287,1006.5888,962.0588,980.0886,1116.3128,967.6323,1041.9811,1007.3536,994.3781,1082.0294,964.7409,1007.0999,1003.8398,1010.9416,965.6132,971.3305,972.2691,1014.6577,296.2156,968.6054,966.0733,1088.9121,1040.3847,807.8302,1255.8578,968.7123,1072.2092,1352.8996,944.9544,1109.4984,1102.2025,1113.7193,1161.4763,1072.6027,1218.1704,1160.0000,951.9201,1033.6746,908.6750,970.1448,1280.4205,1036.6175,1071.3178,968.9610,1443.3637,1065.8752,954.4981,1086.8393,1100.7531,950.0398,1155.5546,1304.2186,737.2731,858.3536,971.9303,960.3882,1033.8672,755.1302,1001.2962,1000.0000,1000.6848,1066.6358,951.0508,1070.9064,843.9619,1000.0069,569.7251,910.7198,972.1458,1003.8593,640.6173
4.530,1016.7510,987.7666,1067.1778,1001.5933,1127.9822,1016.9569,990.7772,1056.2195,993.3902,1082.1266,1014.0636,1029.2077,1211.5243,1039.5752,972.1747,1273.5217,969.5637,973.9325,1074.0349,1110.9601,1087.8171,999.4441,976.6439,992.8397,974.5023,1118.4339,1000.6404,973.0871,973.1338,1118.3289,965.9484,1052.0249,1009.4166,987.8565,1081.8156,972.4913,992.3285,1013.8362,1004.8240,990.6856,971.2641,964.1425,934.2025,302.8223,975.3473,969.5170,1076.2234,1055.4988,803.3800,1249.8841,977.4416,1079.8373,1343.7865,938.3788,1105.7975,1100.6564,1127.5866,1169.8340,1076.7533,1228.1389,1160.0000,967.5655,1037.1880,910.2542,966.0552,1270.5175,1002.1217,1076.6994,978.5680,1444.7687,1058.3704,906.8222,1093.4981,1092.6836,953.8256,1154.9032,1309.1268,731.9026,860.0212,959.0355,962.2616,1032.7160,751.7155,1003.3684,1000.0000,999.7802,1061.1546,946.6633,1074.0576,848.2740,999.8422,569.9679,908.1329,964.5947,1002.7151,642.8054
4.540,1015.4311,984.9950,1060.3004,995.9754,1122.8561,1011.0416,988.6457,1050.6738,996.5370,1084.3627,1020.8842,1017.9548,1211.9071,1040.0446,974.6119,1272.4060,961.6837,981.9318,1061.0683,1112.2891,1070.3343,1024.1381,974.9480,985.5384,974.9852,1130.0071,1007.5885,966.3134,981.6433,1104.7461,970.8581,1064.5632,1006.4011,990.1129,1082.4152,977.3806,1003.8394,1010.0648,1005.6636,979.4370,972.7620,973.5956,977.6292,301.5369,972.1830,967.5334,1103.4558,1050.7855,819.0588,1254.6976,985.6442,1072.4661,1343.2721,944.7492,1098.3253,1090.9291,1113.7135,1157.9710,1073.1542,1224.8588,1157.5003,966.4383,1044.7940,916.1151,964.8800,1285.4242,952.4377,1068.5239,983.1979,1441.0211,1069.5478,997.9648,1097.6521,1091.2544,948.3588,1157.6143,1311.8034,735.7748,867.9634,975.3569,974.5085,1034.6033,742.6125,995.0955,1000.0000,1001.0753,1064.8602,951.3575,1070.1141,847.5177,1000.8605,569.8030,917.3294,962.3626,1004.2049,643.1408
4.550,1014.8628,980.2099,1056.3284,998.6037,1128.5569,1014.3571,984.4110,1053.6426,987.0485,1084.6547,1013.8064,1020.9630,1218.2373,1038.4303,977.5941,1264.2981,960.9235,986.1730,1060.7676,1115.8284,1070.7947,1044.6752,973.6274,986.5328,983.0806,1143.6542,1002.9536,964.7990,970.9711,1106.2466,974.6749,1048.9492,994.5126,990.6090,1079.1569,954.5474,1009.2960,1011.1905,996.0242,977.2955,962.8941,974.4055,992.2675,299.2113,971.8375,967.7545,1084.0059,1040.7993,815.3917,1261.6665,980.4830,1071.9345,1348.8643,948.1696,1103.4707,1087.8662,1117.2100,1162.6412,1083.2457,1219.7655,1144.5825,964.3154,1041.9384,910.5950,965.2034,1272.7578,975.6309,1074.6372,978.7726,1440.0916,1063.2607,966.5255,1092.6843,1087.8395,953.8971,1155.1656,1303.9259,733.2448,868.7684,975.0173,966.8315,1027.6978,760.2717,999.8867,1000.0000,1000.1912,1070.4335,945.4933,1072.8222,844.8149,1000.3234,572.9374,909.4742,967.5020,1002.3174,614.5854
4.560,1008.6780,987.9186,1057.0643,1000.2068,1120.6567,1012.6686,988.8981,1044.9956,991.5175,1078.8352,1015.7621,1013.6675,1213.2178,1038.6251,976.7425,1256.8512,966.9526,987.4737,1065.7565,1119.6463,1090.2061,1055.9674,965.9922,986.0819,1013.2242,1154.7029,1009.1409,966.0639,973.9491,1101.7233,975.3277,1047.6463,1001.7243,1016.1889,1061.8746,967.5025,998.5267,1005.4043,1009.9750,973.4118,968.0755,968.7155,975.9766,301.0653,967.0913,962.2618,1086.4854,1031.0775,814.4370,1265.2856,988.1195,1067.4931,1354.3864,942.2448,1098.3406,1099.2693,1119.9285,1164.9364,1071.9386,1230.2020,1142.9433,960.1649,1045.7266,930.6569,966.8654,1274.5404,1022.4997,1056.5543,976.6222,1451.9248,1063.7300,990.2107,1090.0041,1079.5556,940.9849,1145.3860,1306.1772,735.2454,871.9490,966.9358,961.6897,1025.3434,747.1012,999.4628,1000.0000,999.5250,1062.4198,946.4210,1074.5875,845.1654,996.1997,564.2573,916.9011,967.9509,994.8231,641.6974
4.570,1015.7827,990.5773,1053.8802,994.0535,1124.0521,1016.3268,981.8497,1043.9088,988.8385,1077.2573,1017.6598,1011.2220,1209.0117,1031.9769,976.2594,1253.6436,958.4568,986.7390,1053.9469,1118.6497,1077.9820,1074.8314,959.9714,983.6995,1043.4388,1159.7725,1001.1559,954.2653,982.3196,1098.0620,961.4757,1030.1504,1009.6402,1020.7289,1063.0477,969.8393,1005.5872,1007.6784,1003.6599,978.0272,968.1309,959.4526,925.0425,301.0042,966.9065,964.0903,1085.2645,1034.1123,806.9773,1269.9758,976.4247,1073.1862,1359.1249,938.6163,1102.3735,1086.5540,1112.5189,1157.8124,1068.9943,1216.5810,1145.3366,964.2158,1044.1946,927.1802,970.3952,1268.4703,1053.6561,1057.5201,977.7798,1443.0708,1059.5425,975.8934,1074.4300,1075.0729,948.6371,1144.4484,1310.0779,733.7210,865.0994,964.5495,969.9943,1028.6161,744.3563,1004.0088,1000.0000,1001.8844,1058.3467,952.9213,1072.9628,844.5482,999.6908,568.5449,916.6052,961.5156,996.9488,643.8112
4.580,1010.5251,984.3450,1055.1024,995.4005,1114.9960,1006.4906,993.0330,1038.4348,985.4831,1069.1375,1015.3465,1018.2905,1207.1690,1029.1633,981.1422,1247.8884,969.4461,982.9830,1045.8929,1110.6578,1078.9721,1067.4665,962.9039,981.3748,1064.1397,1152.3606,1006.7239,963.7398,970.0539,1094.6045,969.3725,1031.5058,1015.2407,1036.3454,1067.1875,955.5829,1006.9056,1005.4600,990.1746,980.1569,965.8761,959.5207,1000.1822,301.0903,969.6009,964.8919,1086.0816,1034.6642,805.1730,1270.1800,970.8719,1062.4539,1343.8891,940.3024,1098.3682,1079.8896,1105.4785,1157.9549,1073.5616,1215.3604,1132.6896,965.6496,1041.9949,923.9476,976.0243,1260.2161,1019.4553,1055.4382,973.8102,1448.4728,1062.0250,891.5794,1068.8143,1073.8158,952.7451,1144.7756,1307.7791,734.8917,873.4788,958.8436,966.2808,1029.4370,750.1568,996.2929,1000.0000,998.3586,1056.6526,950.4508,1076.1278,841.6297,1000.9944,568.0514,914.2557,962.4409,994.3562,644.5682
4.590,1014.1199,986.6061,1046.9370,995.0447,1122.2442,1012.0018,979.2111,1026.3057,990.4016,1077.1185,1054.0360,1014.1223,1209.2548,1024.5951,973.2328,1235.3876,954.6507,981.3959,1054.1125,1114.4155,1084.3774,1072.4593,965.3788,987.0415,1078.5398,1160.2515,1000.3180,963.7092,975.5698,1100.4123,960.6798,1030.5335,997.3206,1043.2722,1060.4643,980.0210,982.9608,1002.0485,993.9490,983.0553,971.3663,964.5139,1046.7003,299.6004,962.2621,964.8585,1107.8884,1016.7095,799.3081,1257.9591,969.3667,1062.3553,1342.1479,936.1962,1088.5257,1088.1264,1104.0536,1166.7908,1072.4654,1216.3416,1129.3460,962.3086,1032.0967,923.9331,968.4395,1256.3130,976.7652,1059.1826,968.9842,1442.1957,1070.7858,1012.8740,1070.5953,1073.5476,952.7013,1146.9315,1310.3284,733.2070,868.0964,960.5985,973.5534,1023.7689,743.8047,1008.7127,1000.0000,999.7029,1058.3829,953.6665,1071.5138,842.9852,1001.0080,568.5320,928.7040,962.4842,999.8246,645.8335
4.600,1011.7782,981.7672,1049.3569,1001.9976,1113.7636,1007.0951,983.0377,1033.5319,990.6950,1067.2919,1110.0069,1017.7599,1210.0944,1020.0504,984.5023,1233.0400,967.3569,989.5588,1048.1788,1104.8199,1075.3612,1067.9182,964.5935,984.4183,1094.3600,1153.9151,1001.2604,974.1401,974.8343,1083.0617,971.3531,1036.8175,1011.0621,1054.8041,1055.0596,966.8246,1000.5341,1010.3300,1001.0206,965.8644,971.4999,959.7930,940.9270,305.9552,969.4311,958.7048,1090.4827,1038.5462,794.7931,1254.9437,962.7000,1057.4863,1344.1676,939.3585,1081.5877,1086.4498,1105.0388,1153.8247,1067.4513,1209.1531,1124.6265,963.4799,1042.0589,924.7303,961.7739,1265.5589,964.7350,1046.2322,975.1675,1445.7414,1057.8532,913.5187,1064.4156,1068.4676,943.5710,1144.5203,1301.4959,733.2325,861.4927,973.7869,966.0621,1021.1674,751.1767,1002.0088,1000.0000,999.7318,1053.2808,947.2578,1078.6091,839.5460,1000.9484,568.7348,925.4793,976.6199,995.8474,629.4255
4.610,1003.4507,985.0071,1044.4480,994.8545,1106.6340,1000.3769,983.5354,1031.9228,988.2588,1071.5935,1147.0095,1011.1752,1205.4090,1028.1403,973.5092,1223.0216,964.5979,982.4899,1047.0893,1109.1180,1065.2494,1063.8563,972.9506,996.7925,1093.2172,1153.6605,991.1777,968.7781,969.5605,1086.7226,967.0616,1023.8060,1007.9711,1049.5963,1061.7280,967.2079,992.6433,1008.6741,1004.0560,978.5187,965.7643,963.6531,979.4938,305.5504,973.1716,963.9501,1103.9122,1026.3449,789.9561,1250.3522,960.3035,1052.1772,1332.2364,931.6199,1079.8472,1084.2768,1103.4291,1156.6433,1072.0708,1217.3165,1115.9668,971.6109,1034.5734,927.5661,967.4435,1255.6035,987.1816,1048.9606,983.7186,1442.6867,1056.8270,999.2607,1067.4006,1068.7520,939.9042,1138.6429,1306.7968,730.7893,857.7745,974.9356,973.2889,1015.5745,738.1319,1000.7051,1000.0000,1001.1577,1047.7405,944.7619,1075.9610,842.4669,1000.9714,566.2092,927.5252,959.4865,984.3317,638.0739
4.620,1009.1628,982.8508,1046.9387,999.4356,1105.5092,1004.2211,997.3897,1027.6006,987.6095,1064.2296,1173.3375,1011.7772,1198.9760,1014.8506,973.2285,1224.3237,961.1941,979.9760,1042.1776,1110.1578,1048.0744,1071.8322,969.9791,1052.6504,1095.7639,1158.5955,997.2132,961.4157,974.3977,1076.2801,971.7248,1023.4097,1009.3530,1046.7489,1053.4793,957.8167,996.6504,1001.0051,1012.9298,972.1503,982.4980,966.6395,1006.7669,297.0663,963.8256,958.8473,1064.6144,1034.5214,795.4884,1251.0575,962.7179,1042.1656,1339.3189,917.1910,1090.5982,1073.4563,1104.3420,1149.9879,1067.6881,1206.9316,1111.4534,1001.1863,1027.4501,937.3380,965.6189,1250.1164,1049.5215,1045.0400,967.9578,1443.2434,1065.3512,994.1503,1062.5399,1057.5853,936.9495,1139.4266,1304.8720,732.0579,853.2707,972.1666,966.8255,1009.5259,739.6001,992.9968,1000.0000,1000.7189,1045.4871,956.3511,1077.9010,840.9382,1002.9764,570.3867,929.8572,974.4343,992.6737,631.9206
4.630,1006.3012,983.3556,1045.2558,994.9286,1095.6652,996.8429,1037.8237,1029.1985,986.2641,1060.7323,1187.2424,1013.2680,1203.6420,1017.0085,968.1626,1225.3426,960.3881,974.7225,1037.5619,1109.6561,1061.5186,1069.5314,966.1084,1080.3113,1101.7265,1141.2108,998.7185,969.8762,980.3979,1076.3297,975.4687,1029.8327,1007.5845,1057.8024,1058.1576,976.0107,985.7214,1003.9397,999.9139,976.7609,965.9867,967.0077,1041.9970,276.7433,971.5396,971.6210,1089.2603,1027.0735,789.0654,1248.5469,960.0829,1044.7394,1332.8955,925.8578,1077.6474,1085.2474,1092.9254,1155.2746,1062.7317,1202.5155,1103.6297,1031.9976,1031.0976,937.2717,962.8747,1247.6996,1023.8725,1037.8966,973.4655,1447.0833,1063.1255,938.3858,1058.3555,1060.3294,944.4032,1137.4087,1303.9399,734.8483,846.0845,960.7306,963.0579,1005.8309,744.5194,1001.0670,1000.0000,1000.1042,1046.7862,948.7876,1079.6978,838.6660,1000.1654,569.1199,925.7910,963.4060,989.0937,632.8365
4.640,1001.5122,988.1167,1043.6567,994.4601,1096.9827,1000.9489,1064.3196,1019.3022,984.8501,1052.3359,1210.2213,1004.3306,1193.1246,1016.5463,976.6031,1214.4502,965.6836,981.4285,1030.7843,1097.3333,1056.9648,1061.5140,963.1337,1119.3942,1095.1681,1133.8036,988.4327,962.6610,971.1838,1076.2060,963.4092,1010.9883,992.4719,1053.5737,1046.4971,972.8116,999.5964,1001.5896,996.9246,976.5077,955.2597,964.9494,1069.9391,304.2757,969.8251,964.6215,1061.6189,1026.6488,784.3102,1242.2063,955.0404,1041.0685,1329.0497,920.5857,1069.6996,1065.2652,1094.7253,1148.9473,1067.5284,1208.2852,1094.2222,1055.8204,1027.9818,932.6245,960.7534,1254.2648,988.8104,1040.0446,972.4516,1443.3499,1064.5325,992.9771,1047.8894,1055.8888,945.9863,1134.5663,1302.3425,727.2585,845.5528,956.6691,966.6884,1010.4199,748.3900,997.4995,1000.0000,997.9548,1046.5617,947.7041,1081.8911,846.2463,997.6465,569.8234,931.1564,968.9453,986.6713,607.1674
4.650,1010.1447,982.2064,1036.6694,1000.5838,1090.1316,1006.0599,1088.5427,1022.3239,985.7499,1055.1433,1212.2508,1008.3391,1189.0399,1016.7705,973.7465,1215.9317,959.2867,980.1362,1030.8365,1104.2327,1057.7548,1058.7573,963.2622,1128.6561,1096.2267,1131.3527,990.4677,955.5844,980.7732,1071.9482,962.7763,1011.3962,982.8822,1052.1256,1049.5607,960.4051,984.5992,1009.4339,998.5592,974.8715,968.1592,964.4883,1054.8654,289.8448,969.8441,963.1137,1078.0668,1018.8890,784.1259,1245.7930,953.6786,1034.7917,1322.5591,908.7406,1064.4317,1064.0855,1089.4036,1148.9387,1062.3784,1195.7229,1091.2445,1053.8844,1024.6007,929.5929,963.5244,1242.2704,941.3970,1039.7280,977.3190,1440.4004,1060.3230,1024.0335,1055.5134,1047.8382,946.9490,1138.0928,1301.7636,727.9608,842.9920,951.0743,972.2575,998.7356,731.2665,998.7014,1000.0000,1000.3730,1042.7293,957.2248,1081.0209,840.7480,998.8425,564.3256,930.2862,965.1139,994.1027,645.7647
4.660,1002.2432,977.3617,1040.1155,992.3677,1092.6340,1001.2990,1109.3861,1020.3448,983.1171,1048.1520,1225.9372,1002.9419,1184.5701,1004.4411,967.5761,1203.9803,953.2558,984.4699,1035.3548,1088.5899,1046.2353,1053.3981,968.9166,1139.7824,1092.7516,1125.5170,986.8106,965.8865,979.3488,1066.7286,969.5514,1019.6849,989.0757,1043.9980,1035.7540,968.2517,988.3804,1009.2417,1006.4698,984.2833,959.7085,969.1938,1057.5654,300.1471,972.0388,960.4583,1064.3816,1027.2585,779.9486,1238.5444,951.7044,1035.3002,1322.6339,919.1556,1061.6247,1066.6645,1088.0568,1143.3001,1070.3253,1198.1600,1095.7948,1067.2006,1024.2177,943.0138,964.6889,1244.9518,973.7233,1034.6059,971.2779,1447.8904,1064.9543,982.7533,1042.7110,1050.6306,943.5515,1125.7410,1297.0844,731.9495,843.5929,964.0475,964.5688,1002.3743,732.0498,1005.4211,1000.0000,999.9027,1036.7183,954.2908,1076.9621,839.5143,997.4553,574.6966,939.2587,958.1649,990.5843,634.7567
4.670,1002.8769,976.8678,1033.9833,985.3171,1087.9081,997.5397,1114.7395,1017.9992,984.1845,1046.6931,1224.7386,1008.3357,1173.7504,1007.1236,967.2160,1202.7733,955.5038,979.9285,1032.5216,1088.8368,1039.3166,1055.3130,968.6652,1145.8610,1090.9933,1115.9152,991.9441,958.5905,970.7498,1068.3599,958.5529,1023.2845,990.8777,1037.7352,1037.4907,981.2210,992.2538,1006.6755,997.6221,974.6402,970.5816,968.3948,1077.4793,286.5046,973.8301,966.5564,1078.8087,1013.6126,782.5007,1242.8129,946.6837,1023.7327,1317.2502,910.3641,1057.7790,1061.3575,1079.7965,1142.5929,1054.3115,1191.7558,1086.1533,1070.7108,1034.3136,941.1154,967.6680,1235.0497,1015.8848,1038.0492,974.9308,1448.3184,1065.7029,891.5989,1041.9052,1044.7220,943.9434,1132.6135,1308.3972,734.4014,835.9475,964.1898,966.6260,1000.2538,728.8629,992.8089,1000.0000,998.9614,1031.4140,958.3534,1076.6634,837.6749,1001.3379,565.7019,931.1022,960.8746,971.4352,615.9554
4.680,1013.4157,981.2549,1029.8183,993.9064,1078.8704,1002.2287,1109.2401,1012.0504,982.1875,1043.7272,1219.1874,1004.7159,1172.2335,999.5076,979.3018,1196.3529,968.2750,973.0973,1026.9406,1096.2025,1043.8160,1046.8298,967.8029,1150.0537,1085.4270,1121.7495,986.1005,966.9318,976.8891,1053.4036,967.1206,1002.4723,996.2751,1040.2338,1031.4875,976.9895,1009.9593,1006.4296,990.9389,979.8427,968.7379,966.4143,1044.6338,305.2066,961.1289,970.4874,1089.9986,1010.0294,766.7848,1238.0474,944.2254,1024.2593,1311.3514,905.3833,1055.8852,1073.8250,1085.6475,1140.2053,1057.6783,1187.7612,1088.8438,1086.0857,1017.5884,949.6999,966.1324,1231.8128,1047.6239,1036.2337,968.5241,1440.3176,1058.6303,952.2230,1044.2370,1045.3953,944.7209,1130.8736,1303.8681,731.1353,838.9573,969.1680,960.5863,994.6036,728.5285,997.2146,1000.0000,1000.5931,1037.9835,951.6913,1079.8388,831.8941,1002.0140,569.6984,934.4571,962.7605,970.4180,621.8442
4.690,1001.2492,975.1375,1035.5177,984.1424,1074.9261,1000.1416,1123.1741,1015.9247,987.4760,1036.7413,1219.6533,1002.0465,1164.5054,1000.5419,966.1390,1188.2657,959.6089,977.5203,1031.2998,1093.1950,1032.2023,1034.0793,966.8751,1149.3757,1088.6408,1108.9935,988.2759,958.3664,965.5917,1056.9565,971.8880,1020.9460,980.6474,1040.3029,1034.0596,967.3453,985.2545,1000.9763,999.9236,983.0366,966.0952,968.1164,1036.2735,289.6513,969.3485,965.7805,1082.3452,1018.4148,777.8183,1235.7212,942.9336,1027.1524,1307.9756,895.1104,1054.1741,1059.3259,1085.9683,1141.1670,1053.4935,1186.7456,1082.4438,1074.4814,1013.9204,947.6252,964.3335,1233.5049,1028.1428,1027.1159,976.4533,1444.0914,1061.8748,951.4666,1038.2012,1043.8831,938.6608,1131.4178,1303.0815,730.6551,834.0919,959.3391,965.8753,987.7309,723.6859,1000.6899,1000.0000,998.8811,1024.6638,950.2416,1083.1849,836.1533,994.3007,568.7111,945.8994,966.0906,982.2718,625.0974
4.700,1004.5718,981.8483,1029.1164,989.2029,1069.6923,997.0049,1120.7349,1009.6573,982.9426,1036.3035,1214.7898,1008.0576,1173.4559,998.3155,972.0196,1187.2031,964.2729,976.7524,1017.3615,1094.0276,1037.8813,1030.7370,971.4454,1149.4852,1091.1771,1116.2504,987.8431,964.6668,981.1200,1069.2567,960.5517,998.5675,984.8233,1035.0412,1038.5714,982.2657,989.8827,1002.5236,1013.5900,978.6441,956.8899,962.1417,1052.0162,288.7458,965.5230,970.1789,1084.6290,1005.2626,774.5908,1229.3777,943.0828,1018.1424,1312.8290,901.7474,1061.6977,1065.1714,1070.6424,1131.3627,1050.4334,1179.7026,1072.2575,1078.3613,1023.2240,949.2520,965.0549,1231.8766,983.3419,1026.6227,969.0321,1446.8733,1059.2216,1021.2108,1042.2461,1029.3147,945.2426,1125.5297,1299.7632,731.5933,833.3717,966.3666,976.6509,993.7677,726.1524,997.2170,1000.0000,999.1423,1026.0319,948.3144,1079.5854,830.8579,997.0292,569.6296,940.2217,968.7682,984.5355,644.9583
4.710,1003.4727,981.5414,1026.0393,993.6204,1070.5220,995.8342,1112.7506,1010.2727,985.3163,1035.2012,1208.3913,999.7619,1164.5693,1001.5113,970.8595,1186.0861,967.1334,978.0914,1018.8720,1072.0568,1023.4315,1032.8393,969.0747,1141.4689,1074.2031,1098.3085,996.1059,967.6898,969.7252,1048.3879,963.8601,1015.8920,997.2643,1028.1402,1027.1150,973.6491,991.6088,1013.1416,1001.7269,970.9505,969.6665,977.7682,1111.9416,288.5006,967.6549,970.8087,1099.9279,1021.9539,770.0543,1234.3334,933.6429,1020.9279,1303.2855,901.7356,1046.7850,1068.7538,1081.2983,1137.1642,1058.3367,1182.3075,1070.1832,1077.1899,1006.9542,949.6074,963.0868,1225.8840,944.0910,1015.6457,964.2924,1448.0274,1053.3843,930.3447,1031.2004,1042.5746,944.8252,1124.3980,1305.8231,724.9211,828.0119,958.9269,965.7246,979.4058,730.8485,1001.0233,1000.0000,997.4329,1022.6171,948.5867,1082.6925,822.7795,1000.3605,574.9631,947.5925,945.7075,980.4488,648.1884
4.720,1007.1321,981.1063,1030.9897,985.9106,1071.9856,991.8513,1117.6414,1012.0322,981.7477,1026.6272,1202.8998,1002.2730,1169.9313,997.3329,971.3037,1176.3625,953.8017,972.7027,1022.6496,1077.7060,1035.4912,1026.7584,968.7478,1149.9039,1078.4838,1097.1891,982.0725,969.8353,952.4942,1042.4037,970.6760,1009.1175,997.0568,1018.6628,1038.1858,958.4744,982.2012,1006.7050,1012.1642,981.1197,966.8590,953.1450,1010.1791,304.5211,967.7034,971.5915,1099.8291,1030.5945,758.5544,1221.7635,930.3746,1002.0066,1303.0671,900.4576,1037.3635,1060.7037,1068.2232,1135.7311,1050.2425,1189.7412,1066.3349,1080.0941,1009.2280,946.2029,959.3581,1213.7418,960.7294,1018.1626,971.6945,1441.6515,1058.4247,946.6227,1030.8280,1033.1779,941.1766,1120.7517,1300.3183,726.2024,823.1592,956.5740,971.5399,995.2863,725.6557,1000.3021,1000.0000,1000.2459,1023.1040,948.1594,1083.6440,829.9893,1000.9596,569.7779,953.4890,962.8247,985.5191,627.3852
4.730,1004.9984,981.7494,1016.5754,986.2790,1068.0253,997.4953,1111.1427,1010.1578,987.3667,1022.8164,1203.1535,1000.5370,1161.1444,990.3632,958.8878,1183.3523,957.1579,976.2056,1020.0750,1073.1005,1017.9268,1027.5517,966.0824,1135.2121,1072.7385,1098.1140,986.1626,975.0725,963.1152,1044.9341,960.6899,1002.8019,1000.1858,1026.4860,1025.9604,952.6865,1000.7283,1003.6420,996.0299,986.2985,963.6525,957.3958,998.3940,298.1703,971.6482,958.5072,1079.6100,1019.4368,764.3087,1224.0668,927.3445,1013.6727,1298.8241,891.7974,1045.4870,1054.8609,1066.5701,1125.7708,1055.8565,1180.1582,1063.3765,1070.9776,998.5599,951.9910,967.7108,1220.8012,1033.0938,1024.2851,975.3308,1442.4996,1063.6196,947.0777,1034.9357,1032.7063,946.5794,1124.2707,1294.1599,725.4101,816.2583,953.5573,971.6009,988.8223,723.0844,995.9721,1000.0000,1002.1342,1029.1586,951.9569,1080.0492,834.3365,998.9582,567.0936,949.0902,964.8220,989.6826,615.8550
4.740,997.3320,974.7475,1026.9915,993.0591,1066.0398,993.1681,1104.9214,1008.8061,1023.4709,1018.9745,1205.5039,1049.6133,1154.3692,983.0927,980.0982,1168.5662,960.4441,974.8481,1019.1435,1070.4434,1031.8233,1026.4942,964.1522,1139.5704,1076.0684,1090.2067,990.1388,967.3400,961.2313,1041.4840,968.2109,987.8962,970.4141,1010.7309,1029.5104,974.5022,991.2311,1001.6709,996.4296,978.1055,974.6613,970.6977,1056.9849,306.1506,961.3597,963.5888,1089.2659,1017.4061,760.1629,1221.1852,927.0347,1004.9438,1297.9259,884.7630,1036.7269,1047.6824,1072.2504,1136.8783,1047.0684,1173.2535,1068.0127,1065.8560,1002.4203,955.3166,963.2951,1209.4615,1044.0808,1017.7426,967.5685,1447.3834,1059.3318,961.6734,1031.5866,1026.6392,939.6996,1129.0548,1302.5945,724.1763,820.4853,962.9905,969.0310,978.5524,729.0466,1004.8121,1000.0000,999.8584,1019.2128,949.6904,1086.2693,835.8056,999.0465,570.6376,950.5494,973.6552,1023.9376,633.2885
4.750,1005.7358,1019.5905,1019.9693,991.1307,1055.2094,994.7123,1108.3290,1001.7142,1050.8835,1022.9430,1204.0643,1094.2811,1148.7821,989.2971,968.6386,1168.2105,962.0854,977.4877,1010.4246,1067.6153,1020.1354,1024.6434,969.0578,1128.0420,1063.2303,1086.7275,978.9074,968.2809,980.2034,1037.2012,967.9944,1007.4870,987.4127,1013.2032,1009.6347,972.1198,990.8607,1009.9371,1002.5101,977.4550,967.9336,957.7630,1042.9744,300.3160,972.1830,967.2152,1078.8457,1028.3624,749.9165,1224.7384,921.8609,1010.0085,1292.9990,886.7434,1030.7788,1055.0768,1061.6581,1119.4588,1040.0575,1174.8710,1057.8363,1060.0583,1002.1169,959.9483,963.3464,1219.0760,996.5108,1019.1105,972.5474,1444.5142,1067.2604,962.5304,1027.2406,1029.1078,944.8424,1115.3090,1303.9830,719.1525,817.9623,968.5615,966.9980,985.6428,719.7603,998.3357,1000.0000,999.8419,1004.1009,950.7619,1078.5030,825.6455,997.9639,575.3209,950.1718,975.4449,1098.6268,626.9254
